target_coverage,policy_base,policy_prop,coverage_base,coverage_prop,coverage_gap,risk_base,risk_prop,risk_delta_base_minus_prop,wrong_auto_base,wrong_auto_prop,source_base,source_prop
0.6,fixed,uaat_monotone,0.4268420929634736,0.4546750484915052,0.02783295552803161,0.7208525157159216,0.7548316234722254,-0.03397910775630386,0.029538921735879,0.0419013343927461,runs\e3_iwildcam\policy_cov60,runs\e3_iwildcam\policy_cov60
0.7,fixed,uaat_monotone,0.5092192283424084,0.5271902970250754,0.017971068682666957,0.8424902432754552,0.8723095978126242,-0.029819354537168996,0.0703418943235727,0.0798999789675399,runs\e3_iwildcam\policy_cov70,runs\e3_iwildcam\policy_cov70
0.8,fixed,uaat_monotone,0.5092192283424084,0.5589726811712743,0.049753452828865896,0.8424902432754552,0.9334205790937348,-0.09093033581827958,0.0703418943235727,0.0984786520530018,runs\e3_iwildcam\policy_cov70,runs\e3_iwildcam\policy_cov80
0.9,fixed,uaat_monotone,0.6182842186441074,0.6779696665186604,0.05968544787455299,1.0510154004346708,1.204692575541586,-0.15367717510691525,0.1338599238157556,0.1765324484120492,runs\e3_iwildcam\policy_cov80,runs\e3_iwildcam\policy_cov90
