uaat_target,baseline,baseline_target,uaat_coverage,baseline_coverage,coverage_gap,uaat_risk,baseline_risk,risk_delta_baseline_minus_uaat,risk_reduction_pct,uaat_wrong_auto_rate,baseline_wrong_auto_rate,wrong_auto_delta,uaat_auto_error_rate,baseline_auto_error_rate,uaat_defer_rate,baseline_defer_rate,n
0.6,fixed,0.64,0.4547451566918277,0.4552592834941927,0.0005141268023650114,0.7547615152719029,0.7552990114743755,0.0005374962024725649,0.07116336633664457,0.0419013343927461,0.0421116589937136,0.00021032460096750277,0.0921424533634821,0.0925003849905035,0.5452548433081723,0.5447407165058074,42791
0.6,uncertainty_grid,0.64,0.4547451566918277,0.4555864550956977,0.0008412984038699833,0.7547615152719029,0.7538033698674955,-0.0009581454044074178,-0.12710813492062814,0.0419013343927461,0.0418779649926386,-2.3369400107497995e-05,0.0921424533634821,0.0919210053859964,0.5452548433081723,0.5444135449043024,42791
0.7,fixed,0.72,0.5271435582248604,0.5288495244327078,0.0017059662078474647,0.8723563366128392,0.8791802014442289,0.006823864831389748,0.7761622498072851,0.0798999789675399,0.0816059451753873,0.0017059662078473953,0.1515715742341623,0.1543084401237295,0.4728564417751396,0.4711504755672921,42791
0.7,uncertainty_grid,0.72,0.5271435582248604,0.5283587670304504,0.0012152088055900068,0.8723563366128392,0.875581313827674,0.0032249772148348343,0.36832412523019564,0.0798999789675399,0.0807880161716248,0.0008880372040848961,0.1515715742341623,0.1529037109115839,0.4728564417751396,0.4716412329695496,42791
0.8,fixed,0.75,0.5589960505713818,0.5575705171648244,0.0014255334065573777,0.9333972096936272,0.9292140870743848,-0.004183122619242363,-0.4501785624465569,0.0984786520530018,0.0973569208478418,-0.001121731205160001,0.1761705685618729,0.1746091621610293,0.4410039494286182,0.4424294828351756,42791
0.8,uncertainty_grid,0.75,0.5589960505713818,0.5568694351615994,0.0021266154097824286,0.9333972096936272,0.9276950760673974,-0.005702133626229733,-0.6146560193465412,0.0984786520530018,0.0969129022457993,-0.0015657498072024906,0.1761705685618729,0.1740316421167485,0.4410039494286182,0.4431305648384006,42791
0.9,fixed,0.85,0.676450655511673,0.6800729125283353,0.0036222570166623003,1.198850225514711,1.2022387885302983,0.0033885630155872093,0.28185440761977315,0.1750601762052768,0.1764623402117267,0.0014021640064498797,0.2587922338146894,0.2594756193945225,0.3235493444883269,0.3199270874716646,42791
0.9,uncertainty_grid,0.87,0.676450655511673,0.6794185693253254,0.0029679138136523564,1.198850225514711,1.1887546446682713,-0.0100955808464398,-0.8492569002123249,0.1750601762052768,0.1736346427987193,-0.0014255334065575165,0.2587922338146894,0.2555635813297561,0.3235493444883269,0.3205814306746746,42791
