policy,wilds_split,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,test,0.5271902970250754,0.8723095978126242,0.0798999789675399,0.1515581364422182,0.47280970297492464,42791
