policy,severity,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,1,0.93725,0.5133749999999999,0.090125,0.0961589757268605,0.06274999999999997,40000
uaat_monotone,2,0.87255,0.727575,0.120025,0.13755658701507076,0.12744999999999995,40000
uaat_monotone,3,0.788675,0.8552,0.128775,0.16328018512061368,0.21132499999999999,40000
uaat_monotone,4,0.6945,0.85875,0.11065,0.15932325413966883,0.3055,40000
uaat_monotone,5,0.541425,1.022075,0.1127,0.20815440735097196,0.45857499999999995,40000
