policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,0.4666666666666667,2.9028985507246374,0.23695652173913043,0.5077639751552795,0.5333333333333333,1380
fixed,0.672463768115942,4.523188405797102,0.41956521739130437,0.6239224137931034,0.327536231884058,1380
uncertainty_grid,0.672463768115942,4.523188405797102,0.41956521739130437,0.6239224137931034,0.327536231884058,1380
