policy,corruption,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,brightness,0.916425,0.8450749999999999,0.038075,0.04154731701994162,0.08357499999999995,40000
uaat_monotone,contrast,0.678375,1.503625,0.0591,0.0871199557766722,0.32162500000000005,40000
uaat_monotone,defocus_blur,0.73655,1.35695,0.054675,0.07423121308804562,0.26344999999999996,40000
uaat_monotone,elastic_transform,0.787975,1.4240249999999999,0.0606,0.07690599321044449,0.21202500000000002,40000
uaat_monotone,fog,0.8325,1.2645,0.05485,0.06588588588588588,0.16749999999999998,40000
uaat_monotone,frost,0.65135,1.78165,0.07165,0.11000230290934214,0.34865,40000
uaat_monotone,gaussian_blur,0.583375,1.686125,0.063475,0.1088065138204414,0.416625,40000
uaat_monotone,gaussian_noise,0.32905,2.45195,0.08905,0.2706275641999696,0.6709499999999999,40000
uaat_monotone,glass_blur,0.328225,2.2142749999999998,0.077125,0.23497600731205728,0.671775,40000
uaat_monotone,impulse_noise,0.42725,1.7817499999999997,0.06045,0.1414862492685781,0.57275,40000
uaat_monotone,jpeg_compression,0.753075,1.7049250000000002,0.0729,0.09680310726023304,0.24692499999999995,40000
uaat_monotone,motion_blur,0.691775,1.982225,0.0837,0.12099309746666184,0.30822499999999997,40000
uaat_monotone,pixelate,0.660575,1.783925,0.072225,0.10933656284297771,0.339425,40000
uaat_monotone,saturate,0.90495,1.03655,0.047075,0.0520194485883198,0.09504999999999997,40000
uaat_monotone,shot_noise,0.453125,2.144875,0.0799,0.1763310344827586,0.546875,40000
uaat_monotone,snow,0.72915,1.64235,0.068575,0.09404786395117602,0.27085000000000004,40000
uaat_monotone,spatter,0.81365,1.4733500000000002,0.06435,0.07908805997664843,0.18635000000000002,40000
uaat_monotone,speckle_noise,0.493675,2.053825,0.077375,0.1567326682534056,0.506325,40000
uaat_monotone,zoom_blur,0.663075,1.8709250000000002,0.0767,0.11567318930739358,0.33692500000000003,40000
