policy,severity,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,1,0.909,0.4235,0.0665,0.07315731573157316,0.09099999999999997,2000
uaat_monotone,2,0.833,0.6995,0.1065,0.12785114045618248,0.16700000000000004,2000
uaat_monotone,3,0.782,0.863,0.129,0.1649616368286445,0.21799999999999997,2000
uaat_monotone,4,0.7455,0.952,0.1395,0.18712273641851107,0.25449999999999995,2000
uaat_monotone,5,0.5875,1.0899999999999999,0.1355,0.23063829787234041,0.4125,2000
