policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,0.7714,0.8056,0.1154,0.14959813326419497,0.22860000000000003,10000
fixed,0.8177,0.9248,0.1485,0.18160694631282867,0.18230000000000002,10000
uncertainty_grid,0.8177,0.9248,0.1485,0.18160694631282867,0.18230000000000002,10000
