policy,category,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uncertainty_grid,bottle,0.30303030303030304,1.3030303030303032,0.06060606060606061,0.2,0.696969696969697,66
uncertainty_grid,cable,0.7166666666666667,3.7,0.3416666666666667,0.47674418604651164,0.2833333333333333,120
uncertainty_grid,capsule,0.7238095238095238,5.895238095238095,0.5619047619047619,0.7763157894736842,0.2761904761904762,105
uncertainty_grid,carpet,0.34408602150537637,2.8064516129032255,0.21505376344086022,0.625,0.6559139784946236,93
uncertainty_grid,grid,0.9682539682539683,7.333333333333333,0.7301587301587301,0.7540983606557377,0.031746031746031744,63
uncertainty_grid,hazelnut,0.6590909090909091,3.2954545454545454,0.29545454545454547,0.4482758620689655,0.34090909090909094,88
uncertainty_grid,leather,0.24,1.3599999999999999,0.06,0.25,0.76,100
uncertainty_grid,metal_nut,0.7065217391304348,5.510869565217392,0.5217391304347826,0.7384615384615385,0.2934782608695652,92
uncertainty_grid,pill,0.8208955223880597,6.895522388059701,0.6716417910447762,0.8181818181818182,0.17910447761194026,134
uncertainty_grid,screw,0.9296875,6.7890625,0.671875,0.7226890756302521,0.0703125,128
uncertainty_grid,tile,0.3655913978494624,1.6021505376344085,0.0967741935483871,0.2647058823529412,0.6344086021505376,93
uncertainty_grid,toothbrush,0.6764705882352942,4.147058823529411,0.38235294117647056,0.5652173913043478,0.32352941176470584,34
uncertainty_grid,transistor,0.8375,2.5375,0.2375,0.2835820895522388,0.16249999999999998,80
uncertainty_grid,wood,0.3333333333333333,2.095238095238095,0.14285714285714285,0.42857142857142855,0.6666666666666667,63
uncertainty_grid,zipper,0.5619834710743802,3.909090909090909,0.34710743801652894,0.6176470588235294,0.4380165289256198,121
