policy,mean_group_risk,median_group_risk,worst_group_risk,worst_group,n_groups
uaat_monotone,2.4276787508384863,2.5545454545454547,3.120879120879121,screw_bag,5
fixed,2.395213711020163,2.379032258064516,3.175824175824176,screw_bag,5
uncertainty_grid,2.395213711020163,2.379032258064516,3.175824175824176,screw_bag,5
