policy,n,mean_risk,std_risk,ci95_lo,ci95_hi,mean_diff_base_minus_prop,paired_t_p,wilcoxon_p
fixed,10,2.4011164274322168,0.0,2.4011164274322168,2.4011164274322168,-0.02392344497607679,0.0,0.001953125
uaat_monotone,10,2.425039872408294,4.681111291435602e-16,2.425039872408294,2.425039872408294,-0.02392344497607679,0.0,0.001953125
uncertainty_grid,10,2.4011164274322168,0.0,2.4011164274322168,2.4011164274322168,-0.02392344497607679,0.0,0.001953125
