policy,coverage_min_own,coverage_max_own,common_coverage_min,common_coverage_max,aurc_operating_range,n_points_own
fixed,0.5996810207336523,0.8995215311004785,0.6,0.8995215311004785,0.6892823072295005,4
uncertainty_grid,0.5996810207336523,0.8995215311004785,0.6,0.8995215311004785,0.6892823072295005,4
uaat_monotone,0.5996810207336523,0.8995215311004785,0.6,0.8995215311004785,0.69286192395064,4
