policy,wilds_split,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uncertainty_grid,test,0.9000023369400107,1.8531700591245823,0.3506344792129186,0.38959285417532197,0.09999766305998925,42791
