policy,category,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,bottle,0.2727272727272727,1.6363636363636365,0.045454545454545456,0.16666666666666666,0.7272727272727273,66
uaat_monotone,cable,0.475,4.025,0.175,0.3684210526315789,0.525,120
uaat_monotone,capsule,0.34285714285714286,5.228571428571429,0.22857142857142856,0.6666666666666666,0.6571428571428571,105
uaat_monotone,carpet,0.20430107526881722,2.946236559139785,0.10752688172043011,0.5263157894736842,0.7956989247311828,93
uaat_monotone,grid,0.4444444444444444,7.222222222222221,0.3333333333333333,0.75,0.5555555555555556,63
uaat_monotone,hazelnut,0.375,1.5340909090909092,0.045454545454545456,0.12121212121212122,0.625,88
uaat_monotone,leather,0.2,1.8,0.05,0.25,0.8,100
uaat_monotone,metal_nut,0.3695652173913043,5.8478260869565215,0.2608695652173913,0.7058823529411765,0.6304347826086957,92
uaat_monotone,pill,0.5671641791044776,9.08955223880597,0.43283582089552236,0.7631578947368421,0.4328358208955224,134
uaat_monotone,screw,0.4765625,6.3046875,0.2890625,0.6065573770491803,0.5234375,128
uaat_monotone,tile,0.34408602150537637,1.946236559139785,0.06451612903225806,0.1875,0.6559139784946236,93
uaat_monotone,toothbrush,0.20588235294117646,0.7941176470588236,0.0,0.0,0.7941176470588236,34
uaat_monotone,transistor,0.775,3.975,0.1875,0.24193548387096775,0.22499999999999998,80
uaat_monotone,wood,0.14285714285714285,2.4444444444444446,0.07936507936507936,0.5555555555555556,0.8571428571428572,63
uaat_monotone,zipper,0.14049586776859505,1.5206611570247934,0.03305785123966942,0.23529411764705882,0.859504132231405,121
