policy,category,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
fixed,bottle,0.5606060606060606,6.803030303030303,0.3181818181818182,0.5675675675675675,0.43939393939393945,66
fixed,cable,0.8916666666666667,10.274999999999999,0.5083333333333333,0.5700934579439252,0.10833333333333328,120
fixed,capsule,0.8761904761904762,14.21904761904762,0.7047619047619048,0.8043478260869565,0.12380952380952381,105
fixed,carpet,0.6774193548387096,9.139784946236558,0.44086021505376344,0.6507936507936508,0.32258064516129037,93
fixed,grid,1.0,14.603174603174603,0.7301587301587301,0.7301587301587301,0.0,63
fixed,hazelnut,0.9545454545454546,11.863636363636363,0.5909090909090909,0.6190476190476191,0.045454545454545414,88
fixed,leather,0.54,6.0600000000000005,0.28,0.5185185185185185,0.45999999999999996,100
fixed,metal_nut,0.782608695652174,11.956521739130435,0.5869565217391305,0.75,0.21739130434782605,92
fixed,pill,0.9626865671641791,16.156716417910445,0.8059701492537313,0.8372093023255814,0.03731343283582089,134
fixed,screw,1.0,14.84375,0.7421875,0.7421875,0.0,128
fixed,tile,0.5268817204301075,5.419354838709678,0.24731182795698925,0.46938775510204084,0.4731182795698925,93
fixed,toothbrush,0.8529411764705882,11.323529411764705,0.5588235294117647,0.6551724137931034,0.1470588235294118,34
fixed,transistor,0.9125,6.3375,0.3125,0.3424657534246575,0.08750000000000002,80
fixed,wood,0.7936507936507936,11.317460317460316,0.5555555555555556,0.7,0.2063492063492064,63
fixed,zipper,0.9586776859504132,14.917355371900825,0.743801652892562,0.7758620689655172,0.04132231404958675,121
