policy,corruption,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uncertainty_grid,brightness,0.882325,0.6616749999999999,0.0272,0.03082764287535772,0.11767499999999997,40000
uncertainty_grid,contrast,0.737575,2.094925,0.091625,0.12422465511981833,0.262425,40000
uncertainty_grid,defocus_blur,0.7569,1.5651000000000002,0.0661,0.08732989826925618,0.24309999999999998,40000
uncertainty_grid,elastic_transform,0.7727,1.3428,0.055775,0.07218195936327164,0.22729999999999995,40000
uncertainty_grid,fog,0.833625,1.3118750000000001,0.057275,0.06870595291647923,0.16637500000000005,40000
uncertainty_grid,frost,0.686425,2.0970750000000002,0.089175,0.12991222639035582,0.31357500000000005,40000
uncertainty_grid,gaussian_blur,0.666875,2.565125,0.1116,0.1673477038425492,0.333125,40000
uncertainty_grid,gaussian_noise,0.542425,5.041575,0.2292,0.4225468958842236,0.45757499999999995,40000
uncertainty_grid,glass_blur,0.479525,3.6019749999999995,0.154075,0.32130754392367444,0.520475,40000
uncertainty_grid,impulse_noise,0.5565,3.338,0.144725,0.260062893081761,0.4435,40000
uncertainty_grid,jpeg_compression,0.730275,1.559225,0.064475,0.08828865838211633,0.269725,40000
uncertainty_grid,motion_blur,0.709075,2.1294250000000003,0.091925,0.12964072911892255,0.290925,40000
uncertainty_grid,pixelate,0.713225,2.3647750000000003,0.1039,0.1456763293490834,0.286775,40000
uncertainty_grid,saturate,0.863125,0.7938749999999999,0.03285,0.038059377262853,0.13687499999999997,40000
uncertainty_grid,shot_noise,0.583525,3.538475,0.1561,0.2675121031661026,0.41647500000000004,40000
uncertainty_grid,snow,0.730025,1.6384750000000001,0.068425,0.09372966679223314,0.26997499999999997,40000
uncertainty_grid,spatter,0.783825,1.319175,0.05515,0.07036009313303353,0.216175,40000
uncertainty_grid,speckle_noise,0.58475,2.9832499999999995,0.1284,0.21958101752885847,0.41525,40000
uncertainty_grid,zoom_blur,0.69025,2.09825,0.089425,0.12955450923578413,0.30974999999999997,40000
