policy,corruption,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
fixed,brightness,0.927325,0.891675,0.04095,0.04415927533496886,0.07267500000000005,40000
fixed,contrast,0.822425,2.921575,0.1372,0.16682372252789007,0.17757500000000004,40000
fixed,defocus_blur,0.838725,2.234775,0.103675,0.12361024173596828,0.16127499999999995,40000
fixed,elastic_transform,0.852025,1.811975,0.0832,0.09764971685103137,0.14797499999999997,40000
fixed,fog,0.8932,1.7593,0.082625,0.09250447828034035,0.1068,40000
fixed,frost,0.791525,3.0269749999999997,0.140925,0.17804238653232685,0.20847499999999997,40000
fixed,gaussian_blur,0.775675,3.675325,0.17255,0.2224514132852032,0.224325,40000
fixed,gaussian_noise,0.6898,6.9257,0.330775,0.4795230501594665,0.31020000000000003,40000
fixed,glass_blur,0.6421,5.3739,0.2508,0.3905933655193895,0.3579,40000
fixed,impulse_noise,0.69755,4.97395,0.233575,0.3348505483477887,0.30245,40000
fixed,jpeg_compression,0.82475,2.17975,0.100225,0.12152167323431343,0.17525000000000002,40000
fixed,motion_blur,0.809975,2.9190249999999995,0.13645,0.16846198956757924,0.190025,40000
fixed,pixelate,0.8052,3.2598,0.15325,0.19032538499751614,0.19479999999999997,40000
fixed,saturate,0.91205,1.06495,0.04885,0.05356066005153226,0.08794999999999997,40000
fixed,shot_noise,0.715225,5.118275,0.241675,0.3379006606312699,0.284775,40000
fixed,snow,0.822075,2.309425,0.106575,0.12964145607152633,0.177925,40000
fixed,spatter,0.8623,1.7946999999999997,0.08285,0.0960802504928679,0.13770000000000004,40000
fixed,speckle_noise,0.717025,4.438975000000001,0.2078,0.289808584080053,0.282975,40000
fixed,zoom_blur,0.79275,2.9442500000000003,0.13685,0.17262693156732892,0.20725000000000005,40000
