policy,wilds_split,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uncertainty_grid,test,0.8226028837839733,3.0630506414900327,0.2885653525274006,0.3507954545454545,0.17739711621602672,42791
