seed,target_coverage,cost_ratio,c_wrong,c_defer,policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
3,0.6,5:1,5,1,fixed,0.4027248720525344,0.7740646397606973,0.0353579023626463,0.087796669181222,0.5972751279474655,42791
3,0.6,5:1,5,1,uncertainty_grid,0.4027248720525344,0.7740646397606973,0.0353579023626463,0.087796669181222,0.5972751279474655,42791
3,0.6,5:1,5,1,uaat_monotone,0.4012058610455469,0.7753499567666099,0.0353111635624313,0.0880125815470643,0.5987941389544531,42791
3,0.7,5:1,5,1,uaat_monotone,0.4942861816737164,0.8980860461311957,0.0784744455609824,0.158763179045908,0.5057138183262835,42791
3,0.7,5:1,5,1,fixed,0.5036105723166087,0.9132995256011778,0.0833820195835572,0.165568445475638,0.4963894276833913,42791
3,0.7,5:1,5,1,uncertainty_grid,0.5036105723166087,0.9132995256011778,0.0833820195835572,0.165568445475638,0.4963894276833913,42791
3,0.8,5:1,5,1,uaat_monotone,0.6027903063728354,1.1248159659741537,0.1455212544693977,0.2414127316430177,0.3972096936271646,42791
3,0.8,5:1,5,1,uncertainty_grid,0.6393166787408567,1.2081746161576032,0.1694982589796919,0.2651240998647513,0.3606833212591432,42791
3,0.8,5:1,5,1,fixed,0.6505573601925638,1.2378303848940198,0.1776775490173167,0.2731158847618363,0.3494426398074362,42791
3,0.9,5:1,5,1,uaat_monotone,0.7104531326680844,1.3604496272580682,0.2141805519852305,0.3014703463701852,0.2895468673319156,42791
3,0.9,5:1,5,1,uncertainty_grid,0.8226028837839733,1.6202238788530297,0.2885653525274006,0.3507954545454545,0.1773971162160267,42791
3,0.9,5:1,5,1,fixed,0.8275104578065481,1.6307401089014046,0.2916501133415905,0.3524428127647557,0.1724895421934519,42791
