policy,corruption,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,brightness,0.887,0.25125,0.02765,0.03117249154453213,0.11299999999999999,40000
uaat_monotone,contrast,0.655375,0.600625,0.0512,0.07812321190158307,0.34462499999999996,40000
uaat_monotone,defocus_blur,0.703075,0.517925,0.0442,0.06286669274259503,0.296925,40000
uaat_monotone,elastic_transform,0.755125,0.484625,0.04795,0.06349942062572422,0.24487499999999995,40000
uaat_monotone,fog,0.8046,0.42852500000000004,0.046625,0.0579480487198608,0.19540000000000002,40000
uaat_monotone,frost,0.60775,0.67775,0.0571,0.0939531057178116,0.39225,40000
uaat_monotone,gaussian_blur,0.5489,0.7056,0.0509,0.09273091637821097,0.45109999999999995,40000
uaat_monotone,gaussian_noise,0.274775,1.0494750000000002,0.06485,0.2360112819579656,0.725225,40000
uaat_monotone,glass_blur,0.239,0.97325,0.04245,0.17761506276150626,0.761,40000
uaat_monotone,impulse_noise,0.3965,0.851625,0.049625,0.12515762925598992,0.6034999999999999,40000
uaat_monotone,jpeg_compression,0.7037,0.576675,0.056075,0.07968594571550376,0.2963,40000
uaat_monotone,motion_blur,0.63985,0.68165,0.0643,0.10049230288348832,0.36014999999999997,40000
uaat_monotone,pixelate,0.62625,0.677875,0.060825,0.097125748502994,0.37375,40000
uaat_monotone,saturate,0.858525,0.30185,0.032075,0.03736058938295332,0.14147500000000002,40000
uaat_monotone,shot_noise,0.4244,0.9204749999999999,0.068975,0.16252356267672008,0.5756,40000
uaat_monotone,snow,0.68875,0.58775,0.0553,0.08029038112522686,0.31125,40000
uaat_monotone,spatter,0.763375,0.480375,0.04875,0.0638611429507123,0.23662499999999997,40000
uaat_monotone,speckle_noise,0.455825,0.845925,0.06035,0.13239730159600724,0.5441750000000001,40000
uaat_monotone,zoom_blur,0.61605,0.6827,0.05975,0.09698888077266456,0.38395,40000
