policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
fixed,0.4340632375966909,0.6793250917248954,0.056694164660793155,0.13061268439754495,0.5659367624033091,42791
uncertainty_grid,0.4340632375966909,0.6793250917248954,0.056694164660793155,0.13061268439754495,0.5659367624033091,42791
uaat_monotone,0.4530625598840878,0.6815451847351077,0.0673038723095978,0.1485531541754784,0.5469374401159122,42791
