seed,target_coverage,cost_ratio,c_wrong,c_defer,policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
1,0.6,10:1,10,1,uaat_monotone,0.5358851674641149,3.047846889952153,0.2583732057416268,0.4821428571428571,0.4641148325358851,1254
1,0.6,10:1,10,1,fixed,0.6467304625199362,3.7105263157894735,0.335725677830941,0.5191122071516646,0.3532695374800638,1254
1,0.6,10:1,10,1,uncertainty_grid,0.6467304625199362,3.7105263157894735,0.335725677830941,0.5191122071516646,0.3532695374800638,1254
1,0.7,10:1,10,1,uaat_monotone,0.6028708133971292,3.4035087719298245,0.3006379585326953,0.4986772486772486,0.3971291866028708,1254
1,0.7,10:1,10,1,fixed,0.7360446570972887,4.219298245614034,0.3955342902711323,0.5373781148429035,0.2639553429027113,1254
1,0.7,10:1,10,1,uncertainty_grid,0.7360446570972887,4.219298245614034,0.3955342902711323,0.5373781148429035,0.2639553429027113,1254
1,0.8,10:1,10,1,uaat_monotone,0.6794258373205742,3.861244019138757,0.354066985645933,0.5211267605633803,0.3205741626794258,1254
1,0.8,10:1,10,1,fixed,0.8141945773524721,4.7073365231259965,0.4521531100478468,0.555337904015671,0.1858054226475278,1254
1,0.8,10:1,10,1,uncertainty_grid,0.8141945773524721,4.7073365231259965,0.4521531100478468,0.555337904015671,0.1858054226475278,1254
1,0.9,10:1,10,1,uaat_monotone,0.7344497607655502,4.220893141945773,0.3955342902711323,0.5385450597176982,0.2655502392344497,1254
1,0.9,10:1,10,1,fixed,0.8915470494417863,5.355661881977671,0.5247208931419458,0.5885509838998211,0.1084529505582136,1254
1,0.9,10:1,10,1,uncertainty_grid,0.8915470494417863,5.355661881977671,0.5247208931419458,0.5885509838998211,0.1084529505582136,1254
