policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,0.3939393939393939,4.0510366826156305,0.1722488038277512,0.43724696356275305,0.6060606060606061,1254
fixed,0.6467304625199362,7.067783094098884,0.335725677830941,0.5191122071516646,0.35326953748006384,1254
uncertainty_grid,0.6467304625199362,7.067783094098884,0.335725677830941,0.5191122071516646,0.35326953748006384,1254
