policy,wilds_split,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,test,0.6073473393937978,1.0238601575097566,0.1262414993807109,0.20785717034129825,0.3926526606062022,42791
