policy,wilds_split,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,test,0.4520810450795728,0.8275338272066556,0.05592297445724568,0.12370121478418196,0.5479189549204272,42791
