policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
fixed,0.8,0.9087,0.14174,0.177175,0.19999999999999996,200000
uncertainty_grid,0.8,0.9087,0.14174,0.177175,0.19999999999999996,200000
uaat_monotone,0.8,0.9087,0.14174,0.177175,0.19999999999999996,200000
