policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,0.7129186602870813,4.090909090909091,0.3803827751196172,0.5335570469798657,0.2870813397129187,1254
fixed,0.8516746411483254,5.004784688995215,0.48564593301435405,0.5702247191011236,0.14832535885167464,1254
uncertainty_grid,0.8516746411483254,5.004784688995215,0.48564593301435405,0.5702247191011236,0.14832535885167464,1254
