policy,corruption,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
fixed,brightness,0.87115,0.249975,0.024225,0.027808069792802616,0.12885000000000002,40000
fixed,contrast,0.717225,0.6994,0.083325,0.1161769319251281,0.282775,40000
fixed,gaussian_noise,0.513525,1.546725,0.21205,0.412930237086802,0.486475,40000
fixed,jpeg_compression,0.709175,0.5831999999999999,0.058475,0.08245496527655374,0.290825,40000
fixed,motion_blur,0.688925,0.730075,0.0838,0.12163878506368618,0.311075,40000
