seed,target_coverage,result_dir,cost_ratio,c_wrong,c_defer,policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
3,0.4,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_40,10:1,10,1,uaat_monotone,0.2869565217391304,1.8724637681159424,0.1159420289855072,0.404040404040404,0.7130434782608696,1380
3,0.4,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_40,10:1,10,1,fixed,0.4231884057971014,2.7,0.2123188405797101,0.5017123287671232,0.5768115942028986,1380
3,0.4,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_40,10:1,10,1,uncertainty_grid,0.4231884057971014,2.7,0.2123188405797101,0.5017123287671232,0.5768115942028986,1380
3,0.41,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_41,10:1,10,1,uaat_monotone,0.3057971014492753,1.991304347826087,0.1297101449275362,0.424170616113744,0.6942028985507247,1380
3,0.41,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_41,10:1,10,1,fixed,0.4427536231884058,2.8108695652173914,0.2253623188405797,0.5090016366612111,0.5572463768115943,1380
3,0.41,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_41,10:1,10,1,uncertainty_grid,0.4427536231884058,2.8108695652173914,0.2253623188405797,0.5090016366612111,0.5572463768115943,1380
3,0.42,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_42,10:1,10,1,uaat_monotone,0.3210144927536232,2.084782608695652,0.1405797101449275,0.437923250564334,0.6789855072463769,1380
3,0.42,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_42,10:1,10,1,fixed,0.4514492753623188,2.845652173913044,0.2297101449275362,0.5088282504012841,0.5485507246376812,1380
3,0.42,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_42,10:1,10,1,uncertainty_grid,0.4514492753623188,2.845652173913044,0.2297101449275362,0.5088282504012841,0.5485507246376812,1380
3,0.43,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_43,10:1,10,1,uaat_monotone,0.3217391304347826,2.091304347826087,0.1413043478260869,0.4391891891891892,0.6782608695652175,1380
3,0.43,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_43,10:1,10,1,fixed,0.4565217391304347,2.884057971014492,0.2340579710144927,0.5126984126984127,0.5434782608695652,1380
3,0.43,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_43,10:1,10,1,uncertainty_grid,0.4565217391304347,2.884057971014492,0.2340579710144927,0.5126984126984127,0.5434782608695652,1380
3,0.44,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_44,10:1,10,1,uaat_monotone,0.3340579710144927,2.093478260869565,0.1427536231884058,0.4273318872017353,0.6659420289855073,1380
3,0.44,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_44,10:1,10,1,fixed,0.4644927536231884,2.9413043478260867,0.2405797101449275,0.5179407176287052,0.5355072463768116,1380
3,0.44,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_44,10:1,10,1,uncertainty_grid,0.4644927536231884,2.9413043478260867,0.2405797101449275,0.5179407176287052,0.5355072463768116,1380
3,0.45,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_45,10:1,10,1,uaat_monotone,0.336231884057971,2.0985507246376813,0.1434782608695652,0.4267241379310345,0.663768115942029,1380
3,0.45,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_45,10:1,10,1,fixed,0.4710144927536231,2.992753623188406,0.2463768115942029,0.5230769230769231,0.5289855072463768,1380
3,0.45,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_45,10:1,10,1,uncertainty_grid,0.4710144927536231,2.992753623188406,0.2463768115942029,0.5230769230769231,0.5289855072463768,1380
3,0.46,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_46,10:1,10,1,uaat_monotone,0.3376811594202898,2.1115942028985506,0.144927536231884,0.4291845493562232,0.6623188405797101,1380
3,0.46,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_46,10:1,10,1,fixed,0.472463768115942,2.998550724637681,0.2471014492753623,0.5230061349693251,0.527536231884058,1380
3,0.46,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_46,10:1,10,1,uncertainty_grid,0.472463768115942,2.998550724637681,0.2471014492753623,0.5230061349693251,0.527536231884058,1380
3,0.47,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_47,10:1,10,1,uaat_monotone,0.3427536231884058,2.157246376811594,0.15,0.4376321353065539,0.6572463768115941,1380
3,0.47,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_47,10:1,10,1,fixed,0.4840579710144927,3.073913043478261,0.2557971014492753,0.5284431137724551,0.5159420289855072,1380
3,0.47,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_47,10:1,10,1,uncertainty_grid,0.4840579710144927,3.073913043478261,0.2557971014492753,0.5284431137724551,0.5159420289855072,1380
3,0.48,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_48,10:1,10,1,uaat_monotone,0.344927536231884,2.1695652173913045,0.1514492753623188,0.4390756302521008,0.655072463768116,1380
3,0.48,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_48,10:1,10,1,fixed,0.4884057971014492,3.098550724637681,0.258695652173913,0.5296735905044511,0.5115942028985507,1380
3,0.48,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_48,10:1,10,1,uncertainty_grid,0.4884057971014492,3.098550724637681,0.258695652173913,0.5296735905044511,0.5115942028985507,1380
3,0.49,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_49,10:1,10,1,uaat_monotone,0.3637681159420289,2.317391304347826,0.1681159420289855,0.4621513944223107,0.636231884057971,1380
3,0.49,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_49,10:1,10,1,fixed,0.494927536231884,3.128260869565217,0.2623188405797101,0.5300146412884333,0.5050724637681159,1380
3,0.49,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_49,10:1,10,1,uncertainty_grid,0.494927536231884,3.128260869565217,0.2623188405797101,0.5300146412884333,0.5050724637681159,1380
3,0.5,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_50,10:1,10,1,uaat_monotone,0.3659420289855072,2.329710144927536,0.1695652173913043,0.4633663366336634,0.6340579710144927,1380
3,0.5,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_50,10:1,10,1,fixed,0.5072463768115942,3.210144927536232,0.2717391304347826,0.5357142857142857,0.4927536231884057,1380
3,0.5,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_50,10:1,10,1,uncertainty_grid,0.5072463768115942,3.210144927536232,0.2717391304347826,0.5357142857142857,0.4927536231884057,1380
3,0.51,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_51,10:1,10,1,uaat_monotone,0.3688405797101449,2.3485507246376813,0.1717391304347826,0.4656188605108055,0.631159420289855,1380
3,0.51,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_51,10:1,10,1,fixed,0.5108695652173914,3.2427536231884053,0.2753623188405797,0.5390070921985816,0.4891304347826086,1380
3,0.51,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_51,10:1,10,1,uncertainty_grid,0.5108695652173914,3.2427536231884053,0.2753623188405797,0.5390070921985816,0.4891304347826086,1380
3,0.52,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_52,10:1,10,1,uaat_monotone,0.3695652173913043,2.347826086956522,0.1717391304347826,0.4647058823529412,0.6304347826086957,1380
3,0.52,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_52,10:1,10,1,fixed,0.518840579710145,3.292753623188406,0.2811594202898551,0.5418994413407822,0.481159420289855,1380
3,0.52,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_52,10:1,10,1,uncertainty_grid,0.518840579710145,3.292753623188406,0.2811594202898551,0.5418994413407822,0.481159420289855,1380
3,0.53,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_53,10:1,10,1,uaat_monotone,0.3746376811594203,2.371739130434783,0.1746376811594203,0.4661508704061896,0.6253623188405797,1380
3,0.53,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_53,10:1,10,1,fixed,0.5253623188405797,3.3369565217391304,0.286231884057971,0.5448275862068965,0.4746376811594203,1380
3,0.53,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_53,10:1,10,1,uncertainty_grid,0.5253623188405797,3.3369565217391304,0.286231884057971,0.5448275862068965,0.4746376811594203,1380
3,0.54,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_54,10:1,10,1,uaat_monotone,0.3789855072463768,2.389130434782609,0.1768115942028985,0.4665391969407266,0.6210144927536232,1380
3,0.54,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_54,10:1,10,1,fixed,0.5463768115942029,3.4971014492753625,0.3043478260869565,0.5570291777188329,0.4536231884057971,1380
3,0.54,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_54,10:1,10,1,uncertainty_grid,0.5463768115942029,3.4971014492753625,0.3043478260869565,0.5570291777188329,0.4536231884057971,1380
3,0.55,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_55,10:1,10,1,uaat_monotone,0.3847826086956522,2.4195652173913045,0.1804347826086956,0.4689265536723164,0.6152173913043478,1380
3,0.55,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_55,10:1,10,1,fixed,0.558695652173913,3.60072463768116,0.3159420289855073,0.5654993514915694,0.4413043478260869,1380
3,0.55,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_55,10:1,10,1,uncertainty_grid,0.558695652173913,3.60072463768116,0.3159420289855073,0.5654993514915694,0.4413043478260869,1380
3,0.56,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_56,10:1,10,1,uaat_monotone,0.3876811594202898,2.438405797101449,0.1826086956521739,0.4710280373831775,0.6123188405797102,1380
3,0.56,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_56,10:1,10,1,fixed,0.5731884057971014,3.723913043478261,0.3297101449275362,0.5752212389380531,0.4268115942028986,1380
3,0.56,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_56,10:1,10,1,uncertainty_grid,0.5731884057971014,3.723913043478261,0.3297101449275362,0.5752212389380531,0.4268115942028986,1380
3,0.57,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_57,10:1,10,1,uaat_monotone,0.4028985507246377,2.546376811594203,0.194927536231884,0.4838129496402877,0.5971014492753624,1380
3,0.57,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_57,10:1,10,1,fixed,0.5818840579710145,3.7876811594202895,0.3369565217391304,0.5790784557907845,0.4181159420289855,1380
3,0.57,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_57,10:1,10,1,uncertainty_grid,0.5818840579710145,3.7876811594202895,0.3369565217391304,0.5790784557907845,0.4181159420289855,1380
3,0.58,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_58,10:1,10,1,uaat_monotone,0.417391304347826,2.655072463768116,0.2072463768115942,0.4965277777777778,0.5826086956521739,1380
3,0.58,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_58,10:1,10,1,fixed,0.5818840579710145,3.7876811594202895,0.3369565217391304,0.5790784557907845,0.4181159420289855,1380
3,0.58,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_58,10:1,10,1,uncertainty_grid,0.5818840579710145,3.7876811594202895,0.3369565217391304,0.5790784557907845,0.4181159420289855,1380
3,0.59,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_59,10:1,10,1,uaat_monotone,0.4318840579710145,2.7347826086956526,0.2166666666666666,0.5016778523489933,0.5681159420289855,1380
3,0.59,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_59,10:1,10,1,fixed,0.5971014492753624,3.910144927536232,0.3507246376811594,0.587378640776699,0.4028985507246376,1380
3,0.59,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_59,10:1,10,1,uncertainty_grid,0.5971014492753624,3.910144927536232,0.3507246376811594,0.587378640776699,0.4028985507246376,1380
3,0.6,runs_seed3\e2_mvtec_ad\seed_03\policy_grid_60,10:1,10,1,uaat_monotone,0.4492753623188406,2.8260869565217392,0.2275362318840579,0.5064516129032258,0.5507246376811594,1380
