seed,target_coverage,cost_ratio,c_wrong,c_defer,policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
3,0.6,10:1,10,1,uaat_monotone,0.4492753623188406,2.8260869565217392,0.2275362318840579,0.5064516129032258,0.5507246376811594,1380
3,0.6,10:1,10,1,fixed,0.6043478260869565,3.97536231884058,0.3579710144927536,0.592326139088729,0.3956521739130435,1380
3,0.6,10:1,10,1,uncertainty_grid,0.6043478260869565,3.97536231884058,0.3579710144927536,0.592326139088729,0.3956521739130435,1380
3,0.7,10:1,10,1,uaat_monotone,0.4920289855072464,3.0731884057971017,0.2565217391304348,0.5213549337260678,0.5079710144927536,1380
3,0.7,10:1,10,1,fixed,0.6934782608695652,4.690579710144928,0.4384057971014493,0.632183908045977,0.3065217391304348,1380
3,0.7,10:1,10,1,uncertainty_grid,0.6934782608695652,4.690579710144928,0.4384057971014493,0.632183908045977,0.3065217391304348,1380
3,0.8,10:1,10,1,uaat_monotone,0.55,3.45,0.3,0.5454545454545454,0.4499999999999999,1380
3,0.8,10:1,10,1,fixed,0.7963768115942029,5.471739130434783,0.5268115942028986,0.6615104640582348,0.203623188405797,1380
3,0.8,10:1,10,1,uncertainty_grid,0.7963768115942029,5.471739130434783,0.5268115942028986,0.6615104640582348,0.203623188405797,1380
3,0.9,10:1,10,1,uaat_monotone,0.6391304347826087,4.121739130434783,0.3760869565217391,0.5884353741496599,0.3608695652173913,1380
3,0.9,10:1,10,1,fixed,0.9115942028985508,6.494202898550725,0.6405797101449275,0.7027027027027027,0.0884057971014492,1380
3,0.9,10:1,10,1,uncertainty_grid,0.9115942028985508,6.494202898550725,0.6405797101449275,0.7027027027027027,0.0884057971014492,1380
