policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,0.5753623188405798,3.634782608695652,0.3210144927536232,0.5579345088161209,0.42463768115942024,1380
fixed,0.8347826086956521,5.802898550724638,0.563768115942029,0.6753472222222222,0.16521739130434787,1380
uncertainty_grid,0.8347826086956521,5.802898550724638,0.563768115942029,0.6753472222222222,0.16521739130434787,1380
