seed,target_coverage,cost_ratio,c_wrong,c_defer,policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
2,0.6,10:1,10,1,uaat_monotone,0.4804347826086956,2.9615942028985502,0.2442028985507246,0.5082956259426847,0.5195652173913043,1380
2,0.6,10:1,10,1,fixed,0.6260869565217392,4.127536231884058,0.3753623188405797,0.5995370370370371,0.3739130434782608,1380
2,0.6,10:1,10,1,uncertainty_grid,0.6260869565217392,4.127536231884058,0.3753623188405797,0.5995370370370371,0.3739130434782608,1380
2,0.7,10:1,10,1,uaat_monotone,0.5311594202898551,3.316666666666667,0.2847826086956522,0.5361527967257844,0.4688405797101449,1380
2,0.7,10:1,10,1,fixed,0.7188405797101449,4.8826086956521735,0.4601449275362319,0.6401209677419355,0.2811594202898551,1380
2,0.7,10:1,10,1,uncertainty_grid,0.7188405797101449,4.8826086956521735,0.4601449275362319,0.6401209677419355,0.2811594202898551,1380
2,0.8,10:1,10,1,uaat_monotone,0.5963768115942029,3.8021739130434784,0.3398550724637681,0.5698663426488457,0.4036231884057971,1380
2,0.8,10:1,10,1,fixed,0.827536231884058,5.744927536231884,0.5572463768115942,0.6733800350262698,0.172463768115942,1380
2,0.8,10:1,10,1,uncertainty_grid,0.827536231884058,5.744927536231884,0.5572463768115942,0.6733800350262698,0.172463768115942,1380
2,0.9,10:1,10,1,uaat_monotone,0.6710144927536232,4.408695652173913,0.4079710144927536,0.6079913606911447,0.3289855072463767,1380
2,0.9,10:1,10,1,fixed,0.922463768115942,6.592028985507247,0.6514492753623189,0.7062058130400628,0.077536231884058,1380
2,0.9,10:1,10,1,uncertainty_grid,0.922463768115942,6.592028985507247,0.6514492753623189,0.7062058130400628,0.077536231884058,1380
