seed,cost_ratio,c_wrong,c_defer,target_coverage,policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
2,2:1,2,1,0.6,uaat_monotone,0.586231884057971,1.0833333333333337,0.3347826086956522,0.5710754017305315,0.413768115942029,1380
2,2:1,2,1,0.6,fixed,0.6260869565217392,1.1246376811594203,0.3753623188405797,0.5995370370370371,0.3739130434782608,1380
2,2:1,2,1,0.6,uncertainty_grid,0.6260869565217392,1.1246376811594203,0.3753623188405797,0.5995370370370371,0.3739130434782608,1380
2,2:1,2,1,0.7,uaat_monotone,0.663768115942029,1.146376811594203,0.4050724637681159,0.6102620087336245,0.336231884057971,1380
2,2:1,2,1,0.7,fixed,0.7188405797101449,1.201449275362319,0.4601449275362319,0.6401209677419355,0.2811594202898551,1380
2,2:1,2,1,0.7,uncertainty_grid,0.7188405797101449,1.201449275362319,0.4601449275362319,0.6401209677419355,0.2811594202898551,1380
2,2:1,2,1,0.8,uaat_monotone,0.736231884057971,1.2086956521739132,0.472463768115942,0.6417322834645669,0.263768115942029,1380
2,2:1,2,1,0.8,fixed,0.827536231884058,1.2869565217391303,0.5572463768115942,0.6733800350262698,0.172463768115942,1380
2,2:1,2,1,0.8,uncertainty_grid,0.827536231884058,1.2869565217391303,0.5572463768115942,0.6733800350262698,0.172463768115942,1380
2,2:1,2,1,0.9,uaat_monotone,0.8376811594202899,1.2956521739130435,0.5666666666666667,0.6764705882352942,0.1623188405797101,1380
2,2:1,2,1,0.9,fixed,0.922463768115942,1.3804347826086958,0.6514492753623189,0.7062058130400628,0.077536231884058,1380
2,2:1,2,1,0.9,uncertainty_grid,0.922463768115942,1.3804347826086958,0.6514492753623189,0.7062058130400628,0.077536231884058,1380
2,5:1,5,1,0.6,uaat_monotone,0.5369565217391304,1.9123188405797105,0.2898550724637681,0.5398110661268556,0.4630434782608695,1380
2,5:1,5,1,0.6,fixed,0.6260869565217392,2.2507246376811594,0.3753623188405797,0.5995370370370371,0.3739130434782608,1380
2,5:1,5,1,0.6,uncertainty_grid,0.6260869565217392,2.2507246376811594,0.3753623188405797,0.5995370370370371,0.3739130434782608,1380
2,5:1,5,1,0.7,uaat_monotone,0.6057971014492753,2.13695652173913,0.3485507246376811,0.5753588516746412,0.3942028985507246,1380
2,5:1,5,1,0.7,fixed,0.7188405797101449,2.5818840579710143,0.4601449275362319,0.6401209677419355,0.2811594202898551,1380
2,5:1,5,1,0.7,uncertainty_grid,0.7188405797101449,2.5818840579710143,0.4601449275362319,0.6401209677419355,0.2811594202898551,1380
2,5:1,5,1,0.8,uaat_monotone,0.6876811594202898,2.4318840579710144,0.4239130434782608,0.6164383561643836,0.3123188405797101,1380
2,5:1,5,1,0.8,fixed,0.827536231884058,2.9586956521739127,0.5572463768115942,0.6733800350262698,0.172463768115942,1380
2,5:1,5,1,0.8,uncertainty_grid,0.827536231884058,2.9586956521739127,0.5572463768115942,0.6733800350262698,0.172463768115942,1380
2,5:1,5,1,0.9,uaat_monotone,0.7630434782608696,2.722463768115942,0.4971014492753623,0.6514719848053181,0.2369565217391304,1380
2,5:1,5,1,0.9,fixed,0.922463768115942,3.3347826086956527,0.6514492753623189,0.7062058130400628,0.077536231884058,1380
2,5:1,5,1,0.9,uncertainty_grid,0.922463768115942,3.3347826086956527,0.6514492753623189,0.7062058130400628,0.077536231884058,1380
2,10:1,10,1,0.6,uaat_monotone,0.4804347826086956,2.9615942028985502,0.2442028985507246,0.5082956259426847,0.5195652173913043,1380
2,10:1,10,1,0.6,fixed,0.6260869565217392,4.127536231884058,0.3753623188405797,0.5995370370370371,0.3739130434782608,1380
2,10:1,10,1,0.6,uncertainty_grid,0.6260869565217392,4.127536231884058,0.3753623188405797,0.5995370370370371,0.3739130434782608,1380
2,10:1,10,1,0.7,uaat_monotone,0.5311594202898551,3.316666666666667,0.2847826086956522,0.5361527967257844,0.4688405797101449,1380
2,10:1,10,1,0.7,fixed,0.7188405797101449,4.8826086956521735,0.4601449275362319,0.6401209677419355,0.2811594202898551,1380
2,10:1,10,1,0.7,uncertainty_grid,0.7188405797101449,4.8826086956521735,0.4601449275362319,0.6401209677419355,0.2811594202898551,1380
2,10:1,10,1,0.8,uaat_monotone,0.5963768115942029,3.8021739130434784,0.3398550724637681,0.5698663426488457,0.4036231884057971,1380
2,10:1,10,1,0.8,fixed,0.827536231884058,5.744927536231884,0.5572463768115942,0.6733800350262698,0.172463768115942,1380
2,10:1,10,1,0.8,uncertainty_grid,0.827536231884058,5.744927536231884,0.5572463768115942,0.6733800350262698,0.172463768115942,1380
2,10:1,10,1,0.9,uaat_monotone,0.6710144927536232,4.408695652173913,0.4079710144927536,0.6079913606911447,0.3289855072463767,1380
2,10:1,10,1,0.9,fixed,0.922463768115942,6.592028985507247,0.6514492753623189,0.7062058130400628,0.077536231884058,1380
2,10:1,10,1,0.9,uncertainty_grid,0.922463768115942,6.592028985507247,0.6514492753623189,0.7062058130400628,0.077536231884058,1380
2,20:1,20,1,0.6,uaat_monotone,0.3695652173913043,4.036231884057971,0.1702898550724637,0.4607843137254901,0.6304347826086957,1380
2,20:1,20,1,0.6,fixed,0.6260869565217392,7.881159420289855,0.3753623188405797,0.5995370370370371,0.3739130434782608,1380
2,20:1,20,1,0.6,uncertainty_grid,0.6260869565217392,7.881159420289855,0.3753623188405797,0.5995370370370371,0.3739130434782608,1380
2,20:1,20,1,0.7,uaat_monotone,0.4043478260869565,4.407246376811594,0.1905797101449275,0.471326164874552,0.5956521739130435,1380
2,20:1,20,1,0.7,fixed,0.7188405797101449,9.484057971014492,0.4601449275362319,0.6401209677419355,0.2811594202898551,1380
2,20:1,20,1,0.7,uncertainty_grid,0.7188405797101449,9.484057971014492,0.4601449275362319,0.6401209677419355,0.2811594202898551,1380
2,20:1,20,1,0.8,uaat_monotone,0.4847826086956521,5.471739130434783,0.2478260869565217,0.5112107623318386,0.5152173913043478,1380
2,20:1,20,1,0.8,fixed,0.827536231884058,11.317391304347826,0.5572463768115942,0.6733800350262698,0.172463768115942,1380
2,20:1,20,1,0.8,uncertainty_grid,0.827536231884058,11.317391304347826,0.5572463768115942,0.6733800350262698,0.172463768115942,1380
2,20:1,20,1,0.9,uaat_monotone,0.5217391304347826,6.000000000000001,0.2760869565217391,0.5291666666666667,0.4782608695652174,1380
2,20:1,20,1,0.9,fixed,0.922463768115942,13.106521739130436,0.6514492753623189,0.7062058130400628,0.077536231884058,1380
2,20:1,20,1,0.9,uncertainty_grid,0.922463768115942,13.106521739130436,0.6514492753623189,0.7062058130400628,0.077536231884058,1380
