policy,wilds_split,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,test,0.44399523264237806,0.8763992428314366,0.06407889509476292,0.14432338544133902,0.5560047673576219,42791
