policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,0.5886751887079059,1.1894089878712815,0.15561683531583745,0.2643509329098849,0.4113248112920941,42791
uncertainty_grid,0.6386155967376318,1.3141548456451124,0.1905540884765488,0.29838621143923594,0.3613844032623682,42791
fixed,0.6439438199621416,1.3317286345259518,0.19513449089761867,0.30303030303030304,0.35605618003785844,42791
