policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uncertainty_grid,0.3781402631394452,0.6922016311841275,0.014068378864714542,0.03720412829862184,0.6218597368605547,42791
fixed,0.3781168937393377,0.6923418475847725,0.014091748264822042,0.03726823238566131,0.6218831062606622,42791
uaat_monotone,0.41971442593068636,0.7155944006917342,0.02706176532448412,0.06447661469933184,0.5802855740693136,42791
