policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,0.6019710526315789,0.6393907894736843,0.04827236842105263,0.08019051449405243,0.3980289473684211,760000
uncertainty_grid,0.57985,0.6620381578947369,0.04837763157894737,0.08343128667577368,0.42015,760000
fixed,0.5798644736842106,0.6636092105263157,0.04869473684210526,0.08397606518764593,0.42013552631578943,760000
