policy,mean_group_risk,median_group_risk,worst_group_risk,worst_group,n_groups
uaat_monotone,2.763707952175052,2.989130434782609,3.817204301075269,carpet,15
fixed,2.766752635943546,2.793650793650793,3.9477611940298503,pill,15
uncertainty_grid,2.766752635943546,2.793650793650793,3.9477611940298503,pill,15
