policy,corruption,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
fixed,brightness,0.68415,0.33609999999999995,0.00405,0.00591975443981583,0.31584999999999996,40000
fixed,contrast,0.46955,0.588075,0.011525,0.02454477691406666,0.53045,40000
fixed,defocus_blur,0.49485,0.54565,0.0081,0.016368596544407397,0.50515,40000
fixed,elastic_transform,0.481075,0.5579250000000001,0.0078,0.01621368809437198,0.5189250000000001,40000
fixed,fog,0.594275,0.463225,0.0115,0.01935131042025998,0.405725,40000
fixed,frost,0.37965,0.674975,0.010925,0.028776504675358885,0.62035,40000
fixed,gaussian_blur,0.370425,0.690075,0.0121,0.032665181885671864,0.629575,40000
fixed,gaussian_noise,0.20045,1.00155,0.0404,0.20154652032925915,0.79955,40000
fixed,glass_blur,0.143325,0.937925,0.01625,0.11337868480725624,0.856675,40000
fixed,impulse_noise,0.241275,0.81335,0.010925,0.04528028183607916,0.758725,40000
fixed,jpeg_compression,0.427975,0.623775,0.01035,0.024183655587359076,0.572025,40000
fixed,motion_blur,0.39995,0.67955,0.0159,0.03975496937117139,0.60005,40000
fixed,pixelate,0.43175,0.6493749999999999,0.016225,0.0375796178343949,0.5682499999999999,40000
fixed,saturate,0.64405,0.38382499999999997,0.005575,0.008656160236006521,0.35595,40000
fixed,shot_noise,0.2686,0.8511500000000001,0.02395,0.08916604616530156,0.7314,40000
fixed,snow,0.429075,0.6243000000000001,0.010675,0.024879100390374644,0.570925,40000
fixed,spatter,0.5031,0.5444,0.0095,0.018882925859670045,0.4969,40000
fixed,speckle_noise,0.276525,0.7964749999999999,0.0146,0.05279811951903083,0.723475,40000
fixed,zoom_blur,0.369875,0.6905,0.012075,0.032646164244677256,0.630125,40000
