policy,corruption,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uncertainty_grid,brightness,0.96995,0.331675,0.060325,0.062193927522037215,0.03005000000000002,40000
uncertainty_grid,contrast,0.922425,1.078075,0.2001,0.21692820554516629,0.07757499999999995,40000
uncertainty_grid,defocus_blur,0.92855,0.8447,0.15465,0.16654999730763018,0.07145000000000001,40000
uncertainty_grid,elastic_transform,0.9349,0.68635,0.12425,0.13290191464327736,0.06510000000000005,40000
uncertainty_grid,fog,0.957675,0.6144499999999999,0.114425,0.11948207899339547,0.042324999999999946,40000
uncertainty_grid,frost,0.90645,1.1289250000000002,0.207075,0.22844613602515307,0.09355000000000002,40000
uncertainty_grid,gaussian_blur,0.902375,1.37,0.254475,0.2820058179803297,0.09762499999999996,40000
uncertainty_grid,gaussian_noise,0.855425,2.3977,0.450625,0.5267849314668147,0.144575,40000
uncertainty_grid,glass_blur,0.821,2.034,0.371,0.4518879415347138,0.17900000000000005,40000
uncertainty_grid,impulse_noise,0.857675,1.8709500000000001,0.345725,0.4030955781618912,0.14232500000000003,40000
uncertainty_grid,jpeg_compression,0.920475,0.8264,0.149375,0.16228034438740868,0.07952499999999996,40000
uncertainty_grid,motion_blur,0.9147,1.055675,0.194075,0.21217339018257353,0.08530000000000004,40000
uncertainty_grid,pixelate,0.91125,1.1835,0.21895,0.24027434842249656,0.08875,40000
uncertainty_grid,saturate,0.963875,0.39899999999999997,0.072575,0.07529503306964078,0.03612499999999996,40000
uncertainty_grid,shot_noise,0.863775,1.852475,0.34325,0.3973835778993372,0.13622500000000004,40000
uncertainty_grid,snow,0.918175,0.8557,0.154775,0.16856808342636206,0.08182500000000004,40000
uncertainty_grid,spatter,0.93935,0.66265,0.1204,0.12817373715867356,0.06064999999999998,40000
uncertainty_grid,speckle_noise,0.8664,1.671475,0.307575,0.3550034626038781,0.13360000000000005,40000
uncertainty_grid,zoom_blur,0.906675,1.0977000000000001,0.200875,0.22155127250668652,0.09332499999999999,40000
