target_coverage,cost_ratio,policy,c_wrong_mean,c_wrong_std,c_defer_mean,c_defer_std,coverage_mean,coverage_std,risk_mean,risk_std,wrong_auto_rate_mean,wrong_auto_rate_std,auto_error_rate_mean,auto_error_rate_std,defer_rate_mean,defer_rate_std,n_mean,n_std
0.6,10:1,fixed,10.0,0.0,1.0,0.0,0.6081871345029239,0.04376772542864514,3.4832535885167464,0.24573698739080752,0.30914407230196705,0.02894345048126782,0.5077693191231488,0.01133420745451041,0.39181286549707606,0.043767725428645106,1254.0,0.0
0.6,10:1,uaat_monotone,10.0,0.0,1.0,0.0,0.49548112706007447,0.04426615542406402,2.8782562466772994,0.1899221766925073,0.23737373737373738,0.023417474204398776,0.47880161554538775,0.00479331973613507,0.5045188729399256,0.044266155424063994,1254.0,0.0
0.6,10:1,uncertainty_grid,10.0,0.0,1.0,0.0,0.6081871345029239,0.04376772542864514,3.4832535885167464,0.24573698739080752,0.30914407230196705,0.02894345048126782,0.5077693191231488,0.01133420745451041,0.39181286549707606,0.043767725428645106,1254.0,0.0
0.7,10:1,fixed,10.0,0.0,1.0,0.0,0.709197235513025,0.02596711317048593,4.052099946836789,0.16549755420127785,0.37612971823498137,0.01914429301438684,0.5301753397248578,0.007650478897726742,0.290802764486975,0.025967113170485882,1254.0,0.0
0.7,10:1,uaat_monotone,10.0,0.0,1.0,0.0,0.5685805422647529,0.03158740401967842,3.2597022860180758,0.13384861221828742,0.2828282828282828,0.01654264527645037,0.4973749367805729,0.0016097208908757603,0.4314194577352472,0.031587404019678376,1254.0,0.0
0.7,10:1,uncertainty_grid,10.0,0.0,1.0,0.0,0.709197235513025,0.02596711317048593,4.052099946836789,0.16549755420127785,0.37612971823498137,0.01914429301438684,0.5301753397248578,0.007650478897726742,0.290802764486975,0.025967113170485882,1254.0,0.0
0.8,10:1,fixed,10.0,0.0,1.0,0.0,0.8040935672514621,0.020320589955998367,4.6270600744284955,0.15734065244945417,0.4431153641679957,0.01776598066082603,0.5509347362024052,0.008293095338744283,0.19590643274853795,0.020320589955998336,1254.0,0.0
0.8,10:1,uaat_monotone,10.0,0.0,1.0,0.0,0.6485911749069643,0.04283516656774846,3.7006911217437537,0.21038933568240947,0.33492822966507174,0.02531819436425444,0.5161704899729914,0.005267895841303323,0.3514088250930356,0.04283516656774842,1254.0,0.0
0.8,10:1,uncertainty_grid,10.0,0.0,1.0,0.0,0.8040935672514621,0.020320589955998367,4.6270600744284955,0.15734065244945417,0.4431153641679957,0.01776598066082603,0.5509347362024052,0.008293095338744283,0.19590643274853795,0.020320589955998336,1254.0,0.0
0.9,10:1,fixed,10.0,0.0,1.0,0.0,0.9082934609250399,0.01568765197201436,5.506379585326954,0.14118886774813036,0.5414673046251993,0.01568765197201435,0.5960563113939643,0.007004653968538038,0.09170653907496003,0.01568765197201434,1254.0,0.0
0.9,10:1,uaat_monotone,10.0,0.0,1.0,0.0,0.7240829346092504,0.03660452126803353,4.162147793726741,0.17922252051941262,0.3886230728335991,0.02158026953194558,0.5366185235318854,0.002922717573067504,0.2759170653907495,0.036604521268033506,1254.0,0.0
0.9,10:1,uncertainty_grid,10.0,0.0,1.0,0.0,0.9082934609250399,0.01568765197201436,5.506379585326954,0.14118886774813036,0.5414673046251993,0.01568765197201435,0.5960563113939643,0.007004653968538038,0.09170653907496003,0.01568765197201434,1254.0,0.0
