policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,0.7152173913043478,1.1934782608695653,0.4543478260869565,0.6352583586626139,0.2847826086956522,1380
fixed,0.7963768115942029,1.2572463768115942,0.5268115942028986,0.6615104640582348,0.20362318840579707,1380
uncertainty_grid,0.7963768115942029,1.2572463768115942,0.5268115942028986,0.6615104640582348,0.20362318840579707,1380
