seed,target_coverage,cost_ratio,c_wrong,c_defer,policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
2,0.6,10:1,10,1,uaat_monotone,0.5023923444976076,2.9138755980861246,0.2416267942583732,0.4809523809523809,0.4976076555023924,1254
2,0.6,10:1,10,1,fixed,0.6172248803827751,3.516746411483254,0.3133971291866029,0.5077519379844961,0.3827751196172249,1254
2,0.6,10:1,10,1,uncertainty_grid,0.6172248803827751,3.516746411483254,0.3133971291866029,0.5077519379844961,0.3827751196172249,1254
2,0.7,10:1,10,1,uaat_monotone,0.562200956937799,3.236842105263158,0.2799043062200957,0.4978723404255319,0.4377990430622009,1254
2,0.7,10:1,10,1,fixed,0.7073365231259968,4.048644338118023,0.3755980861244019,0.5310033821871477,0.2926634768740032,1254
2,0.7,10:1,10,1,uncertainty_grid,0.7073365231259968,4.048644338118023,0.3755980861244019,0.5310033821871477,0.2926634768740032,1254
2,0.8,10:1,10,1,uaat_monotone,0.6666666666666666,3.7783094098883576,0.3444976076555024,0.5167464114832536,0.3333333333333333,1254
2,0.8,10:1,10,1,fixed,0.817384370015949,4.728070175438596,0.4545454545454545,0.5560975609756098,0.182615629984051,1254
2,0.8,10:1,10,1,uncertainty_grid,0.817384370015949,4.728070175438596,0.4545454545454545,0.5560975609756098,0.182615629984051,1254
2,0.9,10:1,10,1,uaat_monotone,0.7543859649122807,4.304625199362041,0.4059011164274322,0.5380549682875264,0.2456140350877192,1254
2,0.9,10:1,10,1,fixed,0.9226475279106858,5.635566188197768,0.5558213716108453,0.6024200518582541,0.0773524720893141,1254
2,0.9,10:1,10,1,uncertainty_grid,0.9226475279106858,5.635566188197768,0.5558213716108453,0.6024200518582541,0.0773524720893141,1254
