policy,wilds_split,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uncertainty_grid,test,0.5880442149050034,1.091187399219462,0.1358463228248931,0.2310137900886222,0.41195578509499664,42791
