policy,wilds_split,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,test,0.8368055555555556,1.9067460317460316,0.34871031746031744,0.4167160640189686,0.16319444444444442,2016
