policy,wilds_split,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uncertainty_grid,test,0.9494047619047619,2.262896825396825,0.44246031746031744,0.4660397074190178,0.05059523809523814,2016
