policy,corruption,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,brightness,0.991825,0.36605000000000004,0.071575,0.07216494845360824,0.008175000000000043,40000
uaat_monotone,contrast,0.806175,0.788575,0.11895,0.14754860917294632,0.19382500000000003,40000
uaat_monotone,defocus_blur,0.888,0.7523749999999999,0.128075,0.1442286036036036,0.11199999999999999,40000
uaat_monotone,elastic_transform,0.939675,0.7098249999999999,0.1299,0.13823928485912682,0.06032499999999996,40000
uaat_monotone,fog,0.973575,0.640425,0.1228,0.12613306627635262,0.026425000000000032,40000
uaat_monotone,frost,0.8012,0.913175,0.142875,0.17832626060908638,0.19879999999999998,40000
uaat_monotone,gaussian_blur,0.71795,0.9205500000000001,0.1277,0.17786753952225084,0.28205,40000
uaat_monotone,gaussian_noise,0.420975,1.280275,0.14025,0.3331551754854801,0.579025,40000
uaat_monotone,glass_blur,0.5287,1.3866749999999999,0.183075,0.34627387932665027,0.47130000000000005,40000
uaat_monotone,impulse_noise,0.532025,1.0294750000000001,0.1123,0.21108030637658004,0.46797500000000003,40000
uaat_monotone,jpeg_compression,0.9327,0.8591749999999999,0.158375,0.16980272327650905,0.06730000000000003,40000
uaat_monotone,motion_blur,0.841875,0.9242499999999999,0.153225,0.1820044543429844,0.15812499999999996,40000
uaat_monotone,pixelate,0.78225,0.8845,0.13335,0.1704697986577181,0.21775,40000
uaat_monotone,saturate,0.9852,0.42855000000000004,0.08275,0.08399309784815266,0.014800000000000035,40000
uaat_monotone,shot_noise,0.59025,1.1673749999999998,0.151525,0.25671325709445153,0.40974999999999995,40000
uaat_monotone,snow,0.952625,0.9308749999999999,0.1767,0.18548746883611075,0.047374999999999945,40000
uaat_monotone,spatter,0.99425,0.767375,0.152325,0.15320593412119687,0.005750000000000033,40000
uaat_monotone,speckle_noise,0.64585,1.128275,0.154825,0.23972284586204226,0.35414999999999996,40000
uaat_monotone,zoom_blur,0.84195,0.9640500000000001,0.1612,0.19146030049290338,0.15805000000000002,40000
