policy,wilds_split,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uncertainty_grid,test,0.7390572783996635,1.5969713257460683,0.26720572082914634,0.3615494071146245,0.2609427216003365,42791
