policy,n,mean_risk,std_risk,ci95_lo,ci95_hi,mean_diff_base_minus_prop,paired_t_p,wilcoxon_p
fixed,10,0.9087,0.0,0.9087,0.9087,0.04441749999999998,9.16973114702733e-25,0.001953125
uaat_monotone,10,0.8642825000000001,0.00011609981337912802,0.8642150000000001,0.8643500000000002,0.04441749999999998,9.16973114702733e-25,0.001953125
uncertainty_grid,10,0.9087,0.0,0.9087,0.9087,0.04441749999999998,9.16973114702733e-25,0.001953125
