policy,coverage_min_own,coverage_max_own,common_coverage_min,common_coverage_max,aurc_operating_range,n_points_own
uaat_monotone,0.6,0.9,0.6,0.9,0.24109775049872484,4
uncertainty_grid,0.6,0.9,0.6,0.9,0.2554240028345244,4
fixed,0.6,0.9,0.6,0.9,0.25562025422337825,4
