policy,corruption,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,brightness,0.929125,0.15677500000000003,0.04295,0.046226288174357595,0.07087500000000002,40000
uaat_monotone,contrast,0.716825,0.436175,0.0765,0.10672060823771493,0.28317499999999995,40000
uaat_monotone,defocus_blur,0.768975,0.366425,0.0677,0.08803927305829189,0.23102500000000004,40000
uaat_monotone,elastic_transform,0.870675,0.314925,0.0928,0.10658397220547276,0.12932500000000002,40000
uaat_monotone,fog,0.88655,0.26765000000000005,0.0771,0.08696633015622356,0.11345000000000005,40000
uaat_monotone,frost,0.72515,0.4828,0.103975,0.1433841274219127,0.27485000000000004,40000
uaat_monotone,gaussian_blur,0.642875,0.541075,0.091975,0.14306824810421934,0.357125,40000
uaat_monotone,gaussian_noise,0.3782,0.8586,0.1184,0.3130618720253834,0.6218,40000
uaat_monotone,glass_blur,0.417325,0.822975,0.12015,0.2879051099263164,0.582675,40000
uaat_monotone,impulse_noise,0.46895,0.69725,0.0831,0.17720439279240857,0.53105,40000
uaat_monotone,jpeg_compression,0.829275,0.380525,0.1049,0.12649603569382895,0.17072500000000002,40000
uaat_monotone,motion_blur,0.76015,0.46340000000000003,0.111775,0.1470433467078866,0.23985,40000
uaat_monotone,pixelate,0.7031,0.4827,0.0929,0.13212914236950646,0.29690000000000005,40000
uaat_monotone,saturate,0.9223,0.1869,0.0546,0.059199826520654884,0.07769999999999999,40000
uaat_monotone,shot_noise,0.500025,0.7068249999999999,0.103425,0.20683965801709914,0.49997499999999995,40000
uaat_monotone,snow,0.78925,0.3933,0.091275,0.11564776686727907,0.21075,40000
uaat_monotone,spatter,0.85745,0.30544999999999994,0.08145,0.09499096157210334,0.14254999999999995,40000
uaat_monotone,speckle_noise,0.5457,0.65905,0.102375,0.18760307861462341,0.45430000000000004,40000
uaat_monotone,zoom_blur,0.740975,0.478425,0.1097,0.1480481797631499,0.25902499999999995,40000
