policy,corruption,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
fixed,brightness,0.95045,0.304175,0.050925,0.053579883213214795,0.04954999999999998,40000
fixed,contrast,0.8762,0.97205,0.16965,0.19362017804154302,0.12380000000000002,40000
fixed,defocus_blur,0.8865,0.7622500000000001,0.12975,0.1463620981387479,0.11350000000000005,40000
fixed,elastic_transform,0.8992,0.6313,0.1061,0.11799377224199288,0.1008,40000
fixed,fog,0.929425,0.5680750000000001,0.0995,0.10705543750168114,0.07057500000000005,40000
fixed,frost,0.85485,1.0217749999999999,0.175325,0.2050944610165526,0.14515,40000
fixed,gaussian_blur,0.841375,1.2265,0.213575,0.25384043975635123,0.15862500000000002,40000
fixed,gaussian_noise,0.78055,2.197825,0.395675,0.5069181987060406,0.21945000000000003,40000
fixed,glass_blur,0.7391,1.8359,0.315,0.4261940197537546,0.2609,40000
fixed,impulse_noise,0.783375,1.6792499999999997,0.292525,0.3734163076432105,0.21662499999999996,40000
fixed,jpeg_compression,0.8777,0.7551749999999999,0.126575,0.14421214537997037,0.12229999999999996,40000
fixed,motion_blur,0.86735,0.9673999999999999,0.16695,0.1924828500605292,0.13265000000000005,40000
fixed,pixelate,0.8643,1.080825,0.189025,0.21870299664468357,0.13570000000000004,40000
fixed,saturate,0.941275,0.36710000000000004,0.061675,0.06552282807893549,0.05872500000000003,40000
fixed,shot_noise,0.795525,1.68335,0.295775,0.37179849784733354,0.20447499999999996,40000
fixed,snow,0.874625,0.784,0.131725,0.15060740317278834,0.12537500000000001,40000
fixed,spatter,0.9053,0.611075,0.103275,0.1140782061195184,0.0947,40000
fixed,speckle_noise,0.79745,1.5058,0.26065,0.32685434823499904,0.20255,40000
fixed,zoom_blur,0.85375,0.9957499999999999,0.1699,0.19900439238653,0.14625,40000
