seed,cost_ratio,c_wrong,c_defer,target_coverage,policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
3,2:1,2,1,0.6,uaat_monotone,0.6289921052631579,0.4874578947368421,0.058225,0.0925687294209198,0.3710078947368421,760000
3,2:1,2,1,0.6,uncertainty_grid,0.5998434210526316,0.5101592105263159,0.0550013157894736,0.0916927882495651,0.4001565789473684,760000
3,2:1,2,1,0.6,fixed,0.6000368421052632,0.5106447368421052,0.0553407894736842,0.0922289859394598,0.3999631578947368,760000
3,2:1,2,1,0.7,uaat_monotone,0.7080460526315789,0.4737486842105263,0.0908973684210526,0.1283777631175492,0.291953947368421,760000
3,2:1,2,1,0.7,uncertainty_grid,0.7001552631578948,0.49115,0.0956526315789473,0.1366163144264993,0.2998447368421052,760000
3,2:1,2,1,0.7,fixed,0.7003078947368421,0.4914736842105263,0.0958907894736842,0.1369266149851381,0.2996921052631579,760000
3,2:1,2,1,0.8,uaat_monotone,0.8003236842105264,0.4763763157894736,0.13835,0.1728675568766584,0.1996763157894736,760000
3,2:1,2,1,0.8,fixed,0.8003276315789474,0.4933671052631579,0.1468473684210526,0.183484066558268,0.1996723684210526,760000
3,2:1,2,1,0.8,uncertainty_grid,0.8003065789473685,0.4935671052631579,0.1469368421052631,0.1836006924977763,0.1996934210526315,760000
3,2:1,2,1,0.9,uaat_monotone,0.8919947368421053,0.4982947368421052,0.1951447368421052,0.2187734173555425,0.1080052631578947,760000
3,2:1,2,1,0.9,fixed,0.9009513157894736,0.5146934210526315,0.2078223684210526,0.2306699205372099,0.0990486842105262,760000
3,2:1,2,1,0.9,uncertainty_grid,0.9009513157894736,0.5146934210526315,0.2078223684210526,0.2306699205372099,0.0990486842105262,760000
3,5:1,5,1,0.6,uaat_monotone,0.6142171052631579,0.6476973684210527,0.0523828947368421,0.0852840050984886,0.3857828947368421,760000
3,5:1,5,1,0.6,uncertainty_grid,0.5998434210526316,0.6751631578947368,0.0550013157894736,0.0916927882495651,0.4001565789473684,760000
3,5:1,5,1,0.6,fixed,0.6000368421052632,0.6766671052631579,0.0553407894736842,0.0922289859394598,0.3999631578947368,760000
3,5:1,5,1,0.7,uaat_monotone,0.6821078947368421,0.7116289473684211,0.0787473684210526,0.1154470854664912,0.3178921052631579,760000
3,5:1,5,1,0.7,uncertainty_grid,0.7001552631578948,0.778107894736842,0.0956526315789473,0.1366163144264993,0.2998447368421052,760000
3,5:1,5,1,0.7,fixed,0.7003078947368421,0.779146052631579,0.0958907894736842,0.1369266149851381,0.2996921052631579,760000
3,5:1,5,1,0.8,uaat_monotone,0.7645907894736842,0.8280276315789473,0.1185236842105263,0.1550158409469117,0.2354092105263158,760000
3,5:1,5,1,0.8,fixed,0.8003276315789474,0.9339092105263158,0.1468473684210526,0.183484066558268,0.1996723684210526,760000
3,5:1,5,1,0.8,uncertainty_grid,0.8003065789473685,0.9343776315789474,0.1469368421052631,0.1836006924977763,0.1996934210526315,760000
3,5:1,5,1,0.9,uaat_monotone,0.8489907894736842,0.9862065789473684,0.1670394736842105,0.1967506311673457,0.1510092105263157,760000
3,5:1,5,1,0.9,fixed,0.9009513157894736,1.1381605263157897,0.2078223684210526,0.2306699205372099,0.0990486842105262,760000
3,5:1,5,1,0.9,uncertainty_grid,0.9009513157894736,1.1381605263157897,0.2078223684210526,0.2306699205372099,0.0990486842105262,760000
3,10:1,10,1,0.6,uaat_monotone,0.5960368421052632,0.8654236842105263,0.0461460526315789,0.0774214769486167,0.4039631578947368,760000
3,10:1,10,1,0.6,uncertainty_grid,0.5998434210526316,0.9501697368421052,0.0550013157894736,0.0916927882495651,0.4001565789473684,760000
3,10:1,10,1,0.6,fixed,0.6000368421052632,0.953371052631579,0.0553407894736842,0.0922289859394598,0.3999631578947368,760000
3,10:1,10,1,0.7,uaat_monotone,0.6500592105263158,1.0035197368421054,0.0653578947368421,0.1005414486534627,0.3499407894736842,760000
3,10:1,10,1,0.7,uncertainty_grid,0.7001552631578948,1.2563710526315788,0.0956526315789473,0.1366163144264993,0.2998447368421052,760000
3,10:1,10,1,0.7,fixed,0.7003078947368421,1.2586,0.0958907894736842,0.1369266149851381,0.2996921052631579,760000
3,10:1,10,1,0.8,uaat_monotone,0.7144342105263158,1.2180131578947369,0.0932447368421052,0.1305154980938173,0.2855657894736841,760000
3,10:1,10,1,0.8,fixed,0.8003276315789474,1.668146052631579,0.1468473684210526,0.183484066558268,0.1996723684210526,760000
3,10:1,10,1,0.8,uncertainty_grid,0.8003065789473685,1.6690618421052632,0.1469368421052631,0.1836006924977763,0.1996934210526315,760000
3,10:1,10,1,0.9,uaat_monotone,0.7893092105263158,1.5310065789473684,0.1320315789473684,0.1672748489268597,0.2106907894736842,760000
