policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,0.36363636363636365,2.0,0.13636363636363635,0.375,0.6363636363636364,66
fixed,0.6212121212121212,4.166666666666667,0.3787878787878788,0.6097560975609756,0.3787878787878788,66
uncertainty_grid,0.6212121212121212,4.166666666666667,0.3787878787878788,0.6097560975609756,0.3787878787878788,66
