policy,corruption,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
fixed,brightness,0.833975,0.25115,0.017025,0.020414281003627206,0.16602499999999998,40000
fixed,contrast,0.652025,0.622725,0.05495,0.08427590966604041,0.34797500000000003,40000
fixed,defocus_blur,0.678925,0.5182,0.039425,0.058069742607799096,0.321075,40000
fixed,elastic_transform,0.690875,0.48312499999999997,0.0348,0.05037090645920029,0.309125,40000
fixed,fog,0.769275,0.42172499999999996,0.0382,0.04965714471417893,0.23072499999999996,40000
fixed,frost,0.59215,0.67435,0.0533,0.09001097694840834,0.40785000000000005,40000
fixed,gaussian_blur,0.565225,0.75665,0.064375,0.11389269759830156,0.434775,40000
fixed,gaussian_noise,0.41955,1.337825,0.151475,0.36104159218209986,0.58045,40000
fixed,glass_blur,0.35415,1.0901,0.08885,0.25088239446562194,0.64585,40000
fixed,impulse_noise,0.441925,0.9579500000000001,0.079975,0.18096962154211688,0.558075,40000
fixed,jpeg_compression,0.6434,0.5566,0.04,0.062169723344731115,0.35660000000000003,40000
fixed,motion_blur,0.617525,0.6806,0.059625,0.09655479535241489,0.382475,40000
fixed,pixelate,0.627,0.7035,0.0661,0.10542264752791068,0.373,40000
fixed,saturate,0.8054,0.297725,0.020625,0.02560839334492178,0.1946,40000
fixed,shot_noise,0.474925,1.017075,0.0984,0.2071906090435332,0.525075,40000
fixed,snow,0.6426,0.5769000000000001,0.0439,0.0683162153750389,0.35740000000000005,40000
fixed,spatter,0.70555,0.46357499999999996,0.033825,0.047941322372617105,0.29445,40000
fixed,speckle_noise,0.47875,0.90325,0.0764,0.1595822454308094,0.52125,40000
fixed,zoom_blur,0.59335,0.684275,0.055525,0.09357883205527935,0.40664999999999996,40000
