uaat_target,baseline,baseline_target,uaat_coverage,baseline_coverage,coverage_gap,uaat_risk,baseline_risk,risk_delta_baseline_minus_uaat,risk_reduction_pct,uaat_wrong_auto_rate,baseline_wrong_auto_rate,wrong_auto_delta,uaat_auto_error_rate,baseline_auto_error_rate,uaat_defer_rate,baseline_defer_rate,n
0.91,fixed,0.67,0.65,0.655072464,0.00507246377,4.248550725,4.373913043,0.125362319,2.866136514,0.389855072,0.402898551,0.0130434783,0.599777035,0.615044248,0.35,0.344927536,1380
0.91,uncertainty_grid,0.67,0.65,0.655072464,0.00507246377,4.248550725,4.373913043,0.125362319,2.866136514,0.389855072,0.402898551,0.0130434783,0.599777035,0.615044248,0.35,0.344927536,1380
0.92,fixed,0.67,0.658695652,0.655072464,0.00362318841,4.319565217,4.373913043,0.0543478261,1.242544732,0.397826087,0.402898551,0.00507246377,0.603960396,0.615044248,0.341304348,0.344927536,1380
0.92,uncertainty_grid,0.67,0.658695652,0.655072464,0.00362318841,4.319565217,4.373913043,0.0543478261,1.242544732,0.397826087,0.402898551,0.00507246377,0.603960396,0.615044248,0.341304348,0.344927536,1380
0.93,fixed,0.68,0.664492754,0.672463768,0.00797101449,4.364492754,4.523188406,0.158695652,3.508490868,0.402898551,0.419565217,0.0166666667,0.606324973,0.623922414,0.335507246,0.327536232,1380
0.93,uncertainty_grid,0.68,0.664492754,0.672463768,0.00797101449,4.364492754,4.523188406,0.158695652,3.508490868,0.402898551,0.419565217,0.0166666667,0.606324973,0.623922414,0.335507246,0.327536232,1380
0.94,fixed,0.68,0.669565217,0.672463768,0.00289855072,4.410144928,4.523188406,0.113043478,2.499198975,0.407971014,0.419565217,0.0115942029,0.609307359,0.623922414,0.330434783,0.327536232,1380
0.94,uncertainty_grid,0.68,0.669565217,0.672463768,0.00289855072,4.410144928,4.523188406,0.113043478,2.499198975,0.407971014,0.419565217,0.0115942029,0.609307359,0.623922414,0.330434783,0.327536232,1380
0.95,fixed,0.68,0.676086957,0.672463768,0.00362318841,4.46884058,4.523188406,0.0543478261,1.201537969,0.414492754,0.419565217,0.00507246377,0.613076099,0.623922414,0.323913043,0.327536232,1380
0.95,uncertainty_grid,0.68,0.676086957,0.672463768,0.00362318841,4.46884058,4.523188406,0.0543478261,1.201537969,0.414492754,0.419565217,0.00507246377,0.613076099,0.623922414,0.323913043,0.327536232,1380
