target_coverage,result_dir,policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
0.44,runs\e2_mvtec_ad\policy_grid_44,uaat_monotone,0.3036231884057971,1.935507246376812,0.1239130434782608,0.4081145584725537,0.6963768115942028,1380
0.44,runs\e2_mvtec_ad\policy_grid_44,fixed,0.4108695652173913,2.62536231884058,0.2036231884057971,0.4955908289241622,0.5891304347826087,1380
0.44,runs\e2_mvtec_ad\policy_grid_44,uncertainty_grid,0.4108695652173913,2.62536231884058,0.2036231884057971,0.4955908289241622,0.5891304347826087,1380
0.45,runs\e2_mvtec_ad\policy_grid_45,uaat_monotone,0.3144927536231884,1.9971014492753625,0.131159420289855,0.4170506912442396,0.6855072463768116,1380
0.45,runs\e2_mvtec_ad\policy_grid_45,fixed,0.4181159420289855,2.668840579710145,0.208695652173913,0.4991334488734835,0.5818840579710145,1380
0.45,runs\e2_mvtec_ad\policy_grid_45,uncertainty_grid,0.4181159420289855,2.668840579710145,0.208695652173913,0.4991334488734835,0.5818840579710145,1380
0.46,runs\e2_mvtec_ad\policy_grid_46,uaat_monotone,0.3173913043478261,2.0014492753623188,0.1318840579710145,0.4155251141552511,0.682608695652174,1380
0.46,runs\e2_mvtec_ad\policy_grid_46,fixed,0.45,2.847101449275362,0.2297101449275362,0.5104669887278583,0.55,1380
0.46,runs\e2_mvtec_ad\policy_grid_46,uncertainty_grid,0.45,2.847101449275362,0.2297101449275362,0.5104669887278583,0.55,1380
0.47,runs\e2_mvtec_ad\policy_grid_47,uaat_monotone,0.3217391304347826,2.040579710144928,0.136231884057971,0.4234234234234234,0.6782608695652175,1380
0.47,runs\e2_mvtec_ad\policy_grid_47,fixed,0.4717391304347826,2.992028985507247,0.2463768115942029,0.522273425499232,0.5282608695652173,1380
0.47,runs\e2_mvtec_ad\policy_grid_47,uncertainty_grid,0.4717391304347826,2.992028985507247,0.2463768115942029,0.522273425499232,0.5282608695652173,1380
0.48,runs\e2_mvtec_ad\policy_grid_48,uaat_monotone,0.3391304347826087,2.1246376811594203,0.1463768115942029,0.4316239316239316,0.6608695652173913,1380
0.48,runs\e2_mvtec_ad\policy_grid_48,fixed,0.4847826086956521,3.0876811594202898,0.2572463768115942,0.5306427503736921,0.5152173913043478,1380
0.48,runs\e2_mvtec_ad\policy_grid_48,uncertainty_grid,0.4847826086956521,3.0876811594202898,0.2572463768115942,0.5306427503736921,0.5152173913043478,1380
0.49,runs\e2_mvtec_ad\policy_grid_49,uaat_monotone,0.344927536231884,2.1478260869565218,0.1492753623188406,0.4327731092436975,0.655072463768116,1380
0.49,runs\e2_mvtec_ad\policy_grid_49,fixed,0.4905797101449275,3.103623188405797,0.2594202898550725,0.5288035450516987,0.5094202898550725,1380
0.49,runs\e2_mvtec_ad\policy_grid_49,uncertainty_grid,0.4905797101449275,3.103623188405797,0.2594202898550725,0.5288035450516987,0.5094202898550725,1380
0.5,runs\e2_mvtec_ad\policy_grid_50,uaat_monotone,0.35,2.178985507246377,0.1528985507246376,0.4368530020703933,0.65,1380
0.5,runs\e2_mvtec_ad\policy_grid_50,fixed,0.4992753623188405,3.152898550724638,0.2652173913043478,0.5312046444121916,0.5007246376811594,1380
0.5,runs\e2_mvtec_ad\policy_grid_50,uncertainty_grid,0.4992753623188405,3.152898550724638,0.2652173913043478,0.5312046444121916,0.5007246376811594,1380
