uaat_target,baseline,baseline_target,uaat_coverage,baseline_coverage,coverage_gap,uaat_risk,baseline_risk,risk_delta_baseline_minus_uaat,risk_reduction_pct,uaat_wrong_auto_rate,baseline_wrong_auto_rate,wrong_auto_delta,n
0.6,fixed,0.45,0.4239130434782608,0.4181159420289855,0.0057971014492753,2.6340579710144927,2.668840579710145,0.0347826086956524,1.3032853651914291,0.2057971014492753,0.208695652173913,0.0028985507246377,1380
0.6,uncertainty_grid,0.45,0.4239130434782608,0.4181159420289855,0.0057971014492753,2.6340579710144927,2.668840579710145,0.0347826086956524,1.3032853651914291,0.2057971014492753,0.208695652173913,0.0028985507246377,1380
0.7,fixed,0.47,0.4775362318840579,0.4717391304347826,0.0057971014492753,2.986231884057972,2.992028985507247,0.005797101449275,0.1937515136836896,0.2463768115942029,0.2463768115942029,0.0,1380
0.7,uncertainty_grid,0.47,0.4775362318840579,0.4717391304347826,0.0057971014492753,2.986231884057972,2.992028985507247,0.005797101449275,0.1937515136836896,0.2463768115942029,0.2463768115942029,0.0,1380
0.8,fixed,0.55,0.5492753623188406,0.5485507246376812,0.0007246376811593,3.436231884057971,3.5239130434782613,0.0876811594202902,2.4881760230310603,0.2985507246376812,0.3072463768115942,0.008695652173913,1380
0.8,uncertainty_grid,0.55,0.5492753623188406,0.5485507246376812,0.0007246376811593,3.436231884057971,3.5239130434782613,0.0876811594202902,2.4881760230310603,0.2985507246376812,0.3072463768115942,0.008695652173913,1380
0.9,fixed,0.66,0.6456521739130435,0.6391304347826087,0.0065217391304348,4.209420289855073,4.259420289855073,0.0499999999999998,1.1738686628104755,0.3855072463768116,0.3898550724637681,0.0043478260869564,1380
0.9,uncertainty_grid,0.66,0.6456521739130435,0.6391304347826087,0.0065217391304348,4.209420289855073,4.259420289855073,0.0499999999999998,1.1738686628104755,0.3855072463768116,0.3898550724637681,0.0043478260869564,1380
