policy,coverage_min_own,coverage_max_own,common_coverage_min,common_coverage_max,aurc_operating_range,n_points_own
uncertainty_grid,0.5999859783599355,0.9000023369400107,0.5999859783599355,0.9000023369400107,0.42101801042934883,4
uaat_monotone,0.5999859783599355,0.9000023369400107,0.5999859783599355,0.9000023369400107,0.4227416367924642,4
fixed,0.5999859783599355,0.9000023369400107,0.5999859783599355,0.9000023369400107,0.4231119340263934,4
