policy,n,mean_risk,std_risk,ci95_lo,ci95_hi,mean_diff_base_minus_prop,paired_t_p,wilcoxon_p
fixed,10,1.051015400434671,2.340555645717801e-16,1.051015400434671,1.051015400434671,0.10952536748381662,3.7152331610322182e-09,0.001953125
uaat_monotone,10,0.9414900329508541,0.015651928149394697,0.9339790493328036,0.9523732794279172,0.10952536748381662,3.7152331610322182e-09,0.001953125
uncertainty_grid,10,1.0143020728657894,2.340555645717801e-16,1.0143020728657894,1.0143020728657894,0.10952536748381662,3.7152331610322182e-09,0.001953125
