policy,corruption,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
fixed,brightness,0.718125,0.312125,0.00605,0.008424717145343777,0.281875,40000
fixed,contrast,0.50435,0.5799000000000001,0.01685,0.0334093387528502,0.49565000000000003,40000
fixed,defocus_blur,0.534225,0.5274000000000001,0.012325,0.023070803500397773,0.46577500000000005,40000
fixed,elastic_transform,0.5243,0.5267000000000001,0.0102,0.019454510776273127,0.4757,40000
fixed,fog,0.632375,0.44287499999999996,0.01505,0.02379916979640245,0.367625,40000
fixed,frost,0.41775,0.661875,0.015925,0.038120885697187315,0.5822499999999999,40000
fixed,gaussian_blur,0.4081,0.6809,0.0178,0.04361676059789267,0.5919,40000
fixed,gaussian_noise,0.2343,1.037575,0.054375,0.2320742637644046,0.7657,40000
fixed,glass_blur,0.175075,0.940675,0.02315,0.13222904469513067,0.824925,40000
fixed,impulse_noise,0.27245,0.8112999999999999,0.01675,0.06147917048999817,0.7275499999999999,40000
fixed,jpeg_compression,0.4745,0.597875,0.014475,0.030505795574288726,0.5255000000000001,40000
fixed,motion_blur,0.44525,0.662625,0.021575,0.04845592363840539,0.5547500000000001,40000
fixed,pixelate,0.469525,0.644475,0.0228,0.04855971460518609,0.530475,40000
fixed,saturate,0.678825,0.3583,0.007425,0.010938017898574744,0.321175,40000
fixed,shot_noise,0.303375,0.8620000000000001,0.033075,0.10902348578491966,0.696625,40000
fixed,snow,0.473025,0.597725,0.01415,0.029913852333386184,0.526975,40000
fixed,spatter,0.548225,0.51615,0.012875,0.02348488303160199,0.45177500000000004,40000
fixed,speckle_noise,0.313025,0.7912250000000001,0.02085,0.0666080983946969,0.686975,40000
fixed,zoom_blur,0.411625,0.67375,0.017075,0.04148193136957182,0.588375,40000
