policy,severity,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,1,0.9314736842105263,0.5273749999999999,0.09176973684210527,0.09852101932421743,0.06852631578947366,152000
uaat_monotone,2,0.86775,0.69225,0.112,0.12906943244021896,0.13224999999999998,152000
uaat_monotone,3,0.7840328947368421,0.8140592105263158,0.11961842105263158,0.1525681152610071,0.21596710526315788,152000
uaat_monotone,4,0.6798684210526316,0.9485855263157894,0.1256907894736842,0.1848751693439133,0.32013157894736843,152000
uaat_monotone,5,0.5518421052631579,1.150921052631579,0.14055263157894737,0.2546971864568431,0.4481578947368421,152000
