policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
uaat_monotone,0.7629934210526316,0.8266381578947368,0.11792631578947368,0.154557447725803,0.23700657894736843,760000
fixed,0.8011763157894737,0.9361723684210527,0.14746973684210526,0.18406652060949855,0.19882368421052632,760000
uncertainty_grid,0.8013171052631579,0.936603947368421,0.1475842105263158,0.18417703747612893,0.1986828947368421,760000
